Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
TECCD: A Tree Embedding Approach for Code Clone Detection,Y. Gao; Z. Wang; S. Liu; L. Yang; W. Sang; Y. Cai,Tianjin University; Tianjin University; Tianjin University; Tianjin University; Tianjin University; Drexel University,2019 IEEE International Conference on Software Maintenance and Evolution (ICSME),5 Dec 2019,2019,,,145,156,"Clone detection techniques have been explored for decades. Recently, deep learning techniques has been adopted to improve the code representation capability, and improve the state-of-the-art in code clone detection. These approaches usually require a transformation from AST to binary tree to incorporate syntactical information, which introduces overheads. Moreover, these approaches conduct term-embedding, which requires large training datasets. In this paper, we introduce a tree embedding technique to conduct clone detection. Our approach first conducts tree embedding to obtain a node vector for each intermediate node in the AST, which captures the structure information of ASTs. Then we compose a tree vector from its involving node vectors using a lightweight method. Lastly Euclidean distances between tree vectors are measured to determine code clones. We implement our approach in a tool called TECCD and conduct an evaluation using the BigCloneBench (BCB) and 7 other large scale Java projects. The results show that our approach achieves good accuracy and recall and outperforms existing approaches.",2576-3148,978-1-7281-3094-1,10.1109/ICSME.2019.00025,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8918964,code clone detection;AST;Skip-gram,Cloning;Machine learning;Training;Tools;Task analysis;Natural language processing,Boolean algebra;Java;learning (artificial intelligence);software maintenance;trees (mathematics),TECCD;tree embedding approach;code clone detection;clone detection techniques;deep learning techniques;code representation capability;AST;binary tree;term-embedding;tree embedding technique;node vector;tree vector;involving node vectors;code clones,,5.0,,72.0,,5 Dec 2019,,,IEEE,IEEE Conferences
A Systematic Review on Code Clone Detection,Q. U. Ain; W. H. Butt; M. W. Anwar; F. Azam; B. Maqbool,"Department of Computer and Software Engineering, National University of Sciences and Technology (NUST), Islamabad, Pakistan; Department of Computer and Software Engineering, National University of Sciences and Technology (NUST), Islamabad, Pakistan; Department of Computer and Software Engineering, National University of Sciences and Technology (NUST), Islamabad, Pakistan; Department of Computer and Software Engineering, National University of Sciences and Technology (NUST), Islamabad, Pakistan; Department of Computer and Software Engineering, National University of Sciences and Technology (NUST), Islamabad, Pakistan",IEEE Access,11 Jul 2019,2019,7,,86121,86144,"Code cloning refers to the duplication of source code. It is the most common way of reusing source code in software development. If a bug is identified in one segment of code, all the similar segments need to be checked for the same bug. Consequently, this cloning process may lead to bug propagation that significantly affects the maintenance cost. By considering this problem, code clone detection (CCD) appears as an active area of research. Consequently, there is a strong need to investigate the latest techniques, trends, and tools in the domain of CCD. Therefore, in this paper, we comprehensively inspect the latest tools and techniques utilized for the detection of code clones. Particularly, a systematic literature review (SLR) is performed to select and investigate 54 studies pertaining to CCD. Consequently, six categories are defined to incorporate the selected studies as per relevance, i.e., textual approaches (12), lexical approaches (8), tree-based approaches (3), metric-based approaches (7), semantic approaches (7), and hybrid approaches (17). We identified and analyzed 26 CCD tools, i.e., 13 existing and 13 proposed/developed. Moreover, 62 open-source subject systems whose source code is utilized for the CCD are presented. It is concluded that there exist several studies to detect type1, type2, type3, and type4 clones individually. However, there is a need to develop novel approaches with complete tool support in order to detect all four types of clones collectively. Furthermore, it is also required to introduce more approaches to simplify the development of a program dependency graph (PDG) while dealing with the detection of the type4 clones.",2169-3536,,10.1109/ACCESS.2019.2918202,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8719895,CCD;SLR;code clone detection;CCD tools;code clone types,Cloning;Charge coupled devices;Tools;Semantics;Software;Computer bugs;Databases,program debugging;public domain software;software metrics;software reusability;source code (software);trees (mathematics),code clone detection;systematic literature review;PDG;program dependency graph;metric-based approaches;lexical approaches;SLR;software development;source code reusing;CCD tools;open-source subject systems;bug propagation;semantic approaches;tree-based approaches,,27.0,,77.0,OAPA,22 May 2019,,,IEEE,IEEE Journals
Interface Driven Code Clone Detection,M. R. H. Misu; K. Sakib,"Institute of Information Technology, University of Dhaka, Dhaka, Bangladesh; Institute of Information Technology, University of Dhaka, Dhaka, Bangladesh",2017 24th Asia-Pacific Software Engineering Conference (APSEC),5 Mar 2018,2017,,,747,748,"Code cloning is a common code reusing technique that occurs when developers replicate similar pieces of code fragments within or between software repositories. Another replication happens when developers repeat method interfaces (i.e., method name, return and parameter types). Two methods are prone to be cloned when those have similar interfaces and perform similar functionalities. Considering this, a new lightweight Interface Driven Code Clone Detection (IDCCD) technique is proposed, that can detect clones by using method interface similarities. First, the method blocks are tokenized from the source files. For those method block tokens, interface information is extracted and indexed with mapped tokens. Then, similar interfaces are queried from that index and compared those with a similarity function for detecting clones. IDCCD is evaluated with other state of the art techniques by using BigCloneEval framework. The experimental results show that IDCCD performs similar comparing to other existing tools with a lower complexity.",,978-1-5386-3681-7,10.1109/APSEC.2017.97,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8306014,Code Clone;Clone Detection;Interface,Cloning;Indexes;Tools;Software engineering;Software;Data mining;Standards,software maintenance;software reusability,IDCCD;method interface similarities;method block tokens;interface driven code clone detection technique;code reusing technique;software repositories;BigCloneEval framework,,4.0,,5.0,,5 Mar 2018,,,IEEE,IEEE Conferences
Research on Code Plagiarism Detection Based on Code Clone Detection Technologies,L. Muxin,"Ocean University of China, Qingdao, China",2021 2nd International Conference on Big Data and Informatization Education (ICBDIE),21 Jun 2021,2021,,,274,277,"At present, assignment plagiarism is common in higher education at home and abroad especially in the coursework of computer majors. How to detect code plagiarism in programming course assignments effectively is a significant problem. The classic methods of code plagiarism detection mainly use the attribute or structure information to measure the similarity of source codes. In this dissertation, the definition and general process of clone plagiarism detection, different code clone detection technologies and the related tools are introduced.",,978-1-6654-3870-4,10.1109/ICBDIE52740.2021.00068,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9457455,Code Plagiarism;Clone Detection;Clone Type,Plagiarism;Roads;Education;Cloning;Tools;Big Data;Software systems,computer aided instruction;computer science education;educational courses;further education;programming;security of data;source code (software),course assignments;code plagiarism detection;source codes;clone plagiarism detection;assignment plagiarism;code clone detection technologies;higher education;programming course,,,,28.0,IEEE,21 Jun 2021,,,IEEE,IEEE Conferences
Learning-Based Recursive Aggregation of Abstract Syntax Trees for Code Clone Detection,L. Büch; A. Andrzejak,"Institute of Computer Science, Heidelberg University, Germany; Institute of Computer Science, Heidelberg University, Germany","2019 IEEE 26th International Conference on Software Analysis, Evolution and Reengineering (SANER)",18 Mar 2019,2019,,,95,104,"Code clone detection remains a crucial challenge in maintaining software projects. Many classic approaches rely on handcrafted aggregation schemes, while recent work uses supervised or unsupervised learning. In this work, we study several aspects of aggregation schemes for code clone detection based on supervised learning. To this aim, we implement an AST-based Recursive Neural Network. Firstly, our ablation study shows the influence of model choices and hyperparameters. We introduce error scaling as a way to effectively and efficiently address the class imbalance problem arising in code clone detection. Secondly, we study the influence of pretrained embeddings representing nodes in ASTs. We show that simply averaging all node vectors of a given AST yields strong baseline aggregation scheme. Further, learned AST aggregation schemes greatly benefit from pretrained node embeddings. Finally, we show the importance of carefully separating training and test data by clone clusters, to reliably measure generalization of models learned with supervision.",1534-5351,978-1-7281-0591-8,10.1109/SANER.2019.8668039,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8668039,Code Clone Detection;Abstract Syntax Trees;Embeddings;Recursive Neural Network;Siamese Network,Cloning;Training;Recurrent neural networks;Biological neural networks;Logic gates;Syntactics,neural nets;software maintenance;supervised learning,code clone detection;handcrafted aggregation schemes;supervised learning;learned AST;AST-based recursive neural network;learning-based recursive aggregation;abstract syntax trees;software projects;error scaling;class imbalance problem,,28.0,,40.0,,18 Mar 2019,,,IEEE,IEEE Conferences
Component-based experimental testbed to faciltiate code clone detection research,C. Wijesiriwardana; P. Wimalaratne,"University of Colombo School of Computing, Sri Lanka; University of Colombo School of Computing, Sri Lanka",2017 8th IEEE International Conference on Software Engineering and Service Science (ICSESS),23 Apr 2018,2017,,,165,168,"Over the past few decades clone detection has become a major area of study among software researchers and software practitioners. Clone detection experiments present a number of challenges such as accurate data collection, data cleaning and selection of proper code detection algorithms. This urges the need for a systematic and unambiguous approach to conduct clone detection experiments. As a solution, this paper presents an experimental testbed, which consists of a collection of “clone detection components (CDCs)”. CDCs are concrete representations of tasks associated with clone detection experiments such as data extraction, pre-processing and detection of clones. These CDCs could be used in isolation to represent a simple task or could be composed to represent a complex task. The usefulness of the experimental testbed is evaluated with an important clone detection experiment for three open source projects.",2327-0594,978-1-5386-0497-7,10.1109/ICSESS.2017.8342888,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8342888,code clone detection;clone detection component;component composition,Cloning;Software;Task analysis;Tools;Measurement;Systematics;Data mining,object-oriented programming;program testing,code clone detection research;software researchers;data collection;Component-based experimental testbed,,1.0,,33.0,,23 Apr 2018,,,IEEE,IEEE Conferences
CCEyes: An Effective Tool for Code Clone Detection on Large-Scale Open Source Repositories,Y. Zhang; T. Wang,"College of Computer, National University of Defense Technology, Changsha, China; College of Computer, National University of Defense Technology, Changsha, China",2021 IEEE International Conference on Information Communication and Software Engineering (ICICSE),23 Apr 2021,2021,,,61,70,"Code clone is a common phenomenon in the rapid development of the software ecosystem and open source community, which can improve efficiency, while leading to many negative effects on software maintenance at the same time. In this paper, we propose CCEyes, an effective tool for code clone detection on GitHub. We build a semantic vector representations corpora database of large-scale open sourse codes by the deep learning-based method that can automatically learn program features to address the resource challenge. CCEyes returns the detection results according to the user's input, including similar clone code fragments, similarity analysis and repository address on GitHub. Among which the Recursive Autoencoder is designed to learn code representation and then the comparator network is employed for similarity evaluation. We conduct comprehensive experiments on the ability of the detection method, the effectiveness of database storage. Besides, we also compare CCEyes with other application tools and conduct a user study. The evalution results in that CCEyes outperforms state-of-the-art.",,978-1-6654-1919-2,10.1109/ICICSE52190.2021.9404141,National Nature Science Foundation of China(grant numbers:61702532); National key R&D Program of China(grant numbers:2018YFB1003903); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9404141,code clone detection;code search;open source;large-scale;vector representation;learning,Learning systems;Software maintenance;Databases;Conferences;Semantics;Ecosystems;Cloning,database management systems;deep learning (artificial intelligence);public domain software;recursive functions;software maintenance,code representation;detection method;CCEyes;application tools;code clone detection;large-scale open source repositories;software ecosystem;open source community;software maintenance;GitHub;semantic vector representations corpora database;large-scale open sourse codes;deep learning;similar clone code;similarity analysis;repository address;recursive autoencoder,,,,32.0,IEEE,23 Apr 2021,,,IEEE,IEEE Conferences
A picture is worth a thousand words: Code clone detection based on image similarity,C. Ragkhitwetsagul; J. Krinke; B. Marnette,"University College London, London, London, GB; University College London, London, London, GB; Prodo.ai London, UK",2018 IEEE 12th International Workshop on Software Clones (IWSC),29 Mar 2018,2018,,,44,50,"This paper introduces a new code clone detection technique based on image similarity. The technique captures visual perception of code seen by humans in an IDE by applying syntax highlighting and images conversion on raw source code text. We compared two similarity measures, Jaccard and earth mover's distance (EMD) for our image-based code clone detection technique. Jaccard similarity offered better detection performance than EMD. The F1 score of our technique on detecting Java clones with pervasive code modifications is comparable to five well-known code clone detectors: CCFinderX, Deckard, iClones, NiCad, and Simian. A Gaussian blur filter is chosen as a normalisation technique for type-2 and type-3 clones. We found that blurring code images before similarity computation resulted in higher precision and recall. The detection performance after including the blur filter increased by 1 to 6 percent. The manual investigation of clone pairs in three software systems revealed that our technique, while it missed some of the true clones, could also detect additional true clone pairs missed by NiCad.",2572-6587,978-1-5386-6430-8,10.1109/IWSC.2018.8327318,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8327318,,Cloning;Java;Earth;Detectors;Image color analysis;Visualization,image processing;Java;public domain software;software maintenance;source code (software),code clone detection technique;Jaccard similarity;pervasive code modifications;code clone detectors;normalisation technique;type-3 clones;similarity computation;clone pairs;image similarity;syntax highlighting;raw source code text;similarity measures;image conversion;Java clone detection;code image blurring;software systems,,13.0,,,,29 Mar 2018,,,IEEE,IEEE Conferences
C4: Contrastive Cross-Language Code Clone Detection,C. Tao; Q. Zhan; X. Hu; X. Xia,"Zhejiang University, Hangzhou, China; Zhejiang University, Hangzhou, China; School of Software Technology, Zhejiang University, Ningbo, China; Software Engineering Application Technology Lab, Huawei, China",2022 IEEE/ACM 30th International Conference on Program Comprehension (ICPC),22 Jun 2022,2022,,,413,424,"During software development, developers introduce code clones by reusing existing code to improve programming productivity. Considering the detrimental effects on software maintenance and evolution, many techniques are proposed to detect code clones. Existing approaches are mainly used to detect clones written in the same programming language. However, it is common to develop programs with the same functionality but in different programming languages to support various platforms. In this paper, we propose a new approach named C4, referring to Contrastive Cross-language Code Clone detection model. It can detect cross-language clones with learned representations effectively. C4 exploits the pre-trained model CodeBERT to convert programs in different languages into high-dimensional vector representations. In addition, we fine tune the C4 model through a constrastive learning objective that can effectively recognize clone pairs and non-clone pairs. To evaluate the effectiveness of our approach, we conduct extensive experiments on the dataset proposed by CLCDSA. Experimental results show that C4 achieves scores of 0.94, 0.90, and 0.92 in terms of precision, recall and F-measure and substantially outperforms the state-of-the-art baselines.",2643-7171,978-1-4503-9298-3,10.1145/3524610.3527911,"National Science Foundation of China(grant numbers:62141222,U20A20173); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796359,Code Clone Detection;Neural Networks;Cross-Language;Contrastive Learning,Productivity;Computer languages;Software maintenance;Codes;Cloning;Programming,learning (artificial intelligence);program diagnostics;program verification;software maintenance;tree data structures,software maintenance;code clones;programming language;Contrastive Cross-language Code Clone detection model;cross-language clones;pre-trained model CodeBERT;clone pairs;nonclone pairs;C4 achieves scores;software development;reusing existing code;programming productivity,,,,45.0,,22 Jun 2022,,,IEEE,IEEE Conferences
Learn To Align: A Code Alignment Network For Code Clone Detection,A. Zhang; K. Liu; L. Fang; Q. Liu; X. Yun; S. Ji,"Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, P.R. China; Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, P.R. China; Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, P.R. China; Zhejiang University, Hangzhou, Zhejiang, P.R. China; Nanjing University of Aeronautics and Astronautics, Nanjing, Jiangsu, P.R. China; Zhejiang University, Hangzhou, Zhejiang, P.R. China",2021 28th Asia-Pacific Software Engineering Conference (APSEC),17 Feb 2022,2021,,,1,11,"Deep learning techniques have achieved promising results in code clone detection in the past decade. However, existing techniques merely focus on how to extract more dis-criminative features from source codes, while some issues, such as structural differences of functional similar codes, are not explicitly addressed. This phenomenon is common when programmers copy a code segment along with adding or removing several statements, or use a more flexible syntax structure to implement the same function. In this paper, we unify the aforementioned problems as the problem of code misalignment, and propose a novel code alignment network to tackle it. We design a bi-directional causal convolutional neural network to extract feature representations of code fragments with rich structural and semantical information. After feature extraction, our method learns to align the two code fragments in a data-driven fashion. We present two independent strategies for code alignment, namely attention-based alignment and sparse reconstruction-based alignment. Both two strategies strive to learn an alignment matrix that represents the correspondences between two code fragments. Our method outperforms state-of-the-art methods in terms of F1 score by 0.5% and 3.1 % on BigCloneBench and OJClone, respectively11Our code is available at https://github.com/ArcticHare105/Code-Alignment.",2640-0715,978-1-6654-3784-4,10.1109/APSEC53868.2021.00008,"National Natural Science Foundation of China(grant numbers:62172214,62076125,U20B2049,U20B2050); NUAA; Ministry of Industry and Information Technology(grant numbers:XCA20026); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9712141,Code clone detection;Bi-directional causal convolutional neural network;Code alignment,Deep learning;Codes;Cloning;Bidirectional control;Syntactics;Feature extraction;Convolutional neural networks,deep learning (artificial intelligence);feature extraction;neural nets;software maintenance,code misalignment;code alignment network;code fragments;rich structural information;semantical information;feature extraction;attention-based alignment;reconstruction-based alignment;alignment matrix;code clone detection;deep learning techniques;discriminative features;source codes;functional similar codes;code segment;flexible syntax structure;bidirectional causal convolutional neural network;BigCloneBench;OJClone,,,,28.0,IEEE,17 Feb 2022,,,IEEE,IEEE Conferences
